ID,Source,TMC,Severity,Start_Time,End_Time,LAT,LON,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-513439,MapQuest,201.0,4,2020-12-31 12:52:17,2020-12-31 14:25:26,47.531338,-122.197906,,,4.5,Right hand shoulder blocked due to accident on I-405 Southbound from Exit 10 Coal Creek Pkwy to Exit 7 Lake Washington Blvd.,,I-405 S,R,Renton,King,WA,98056,US,US/Pacific,KRNT,2020-12-31 12:53:00,50.0,50.0,80.0,30.05,9.0,S,8.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-513576,MapQuest,201.0,4,2020-12-30 23:32:19,2020-12-31 00:48:42,34.137737,-117.493973,,,2.65000009537,Accident on I-15 Northbound between Exit 113 East Ave and Exits 115A 115B CA-210 Exit 64A.,,I-15 N,R,Fontana,San Bernardino,CA,92336,US,US/Pacific,KONT,2020-12-30 23:53:00,49.0,47.0,38.0,29.07,10.0,NE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-513684,MapQuest,201.0,4,2020-12-30 04:23:14,2020-12-30 08:40:05,42.237236,-85.67836,,,3.3599998951,Left hand shoulder blocked and one lane blocked due to accident on I-94 Westbound from Exits 74A 74B US-131 Exit 34A to Exit 72 9th St.,,I-94 E,R,Kalamazoo,Kalamazoo,MI,49009,US,US/Eastern,KAZO,2020-12-30 04:29:00,31.0,21.0,82.0,29.02,4.0,S,14.0,0.03,Light Freezing Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-513719,MapQuest,241.0,4,2020-12-29 23:33:39,2020-12-30 01:15:45,41.313328,-75.547127,,,10.4600000381,Lane blocked due to accident on I-380 Northbound between Exit 13 PA-507 and Exit 20 PA-307.,,I-380 S,R,Moscow,Lackawanna,PA,18444,US,US/Eastern,KAVP,2020-12-29 23:54:00,21.0,21.0,74.0,29.45,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-513984,MapQuest,246.0,4,2020-12-30 06:10:25,2020-12-30 07:37:03,36.834087,-76.13784,,,3.78999996185,Three lanes blocked due to accident on I-264 Westbound from Exit 18 to Exit 17A.,,VA Beach Norfolk Expy W,R,Virginia Beach,Virginia Beach,VA,23462,US,US/Eastern,KORF,2020-12-30 05:59:00,33.0,33.0,64.0,30.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-514012,MapQuest,241.0,4,2020-12-30 19:00:36,2020-12-30 20:18:07,37.049183,-76.404472,,,1.25,Lane blocked due to accident on I-64 Westbound from US-258 Mercury Blvd to VA-134 Magruder Blvd.,,I-64 E,R,Hampton,Hampton,VA,23666,US,US/Eastern,KLFI,2020-12-30 18:56:00,50.0,48.0,71.0,30.27,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-514050,MapQuest,201.0,4,2020-12-30 18:59:19,2020-12-30 21:39:39,29.025648,-82.157433,,,18.7299995422,Left lane blocked due to accident on I-75 Northbound from Exits 328 329 Florida's Tpke Exit 307 to Exit 341 CR-484.,1961.0,SW Highway 484,R,Ocala,Marion,FL,34473-3922,US,US/Eastern,KOCF,2020-12-30 18:51:00,69.0,69.0,73.0,30.05,10.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-514058,MapQuest,246.0,4,2020-12-30 17:32:18,2020-12-30 18:23:20,25.751387,-80.204712,,,0.0,Three lanes blocked due to accident on I-95 Southbound before US-1 Brickell Ave.,,S Miami Ave,R,Miami,Miami-Dade,FL,33129,US,US/Eastern,KMIA,2020-12-30 17:53:00,76.0,76.0,69.0,30.08,10.0,E,17.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day

A-514203,MapQuest,241.0,4,2020-12-30 20:10:54,2020-12-30 21:10:12,33.683674,-84.310257,,,4.57000017166,One lane blocked due to accident on I-285 Westbound from GA-155 Flat Shoals Rd to Exit 51 Bouldercrest Rd.,,GA-407 E,R,Atlanta,DeKalb,GA,30316,US,US/Eastern,KATL,2020-12-30 19:57:00,48.0,44.0,80.0,29.1,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-514361,MapQuest,203.0,4,2020-12-30 06:44:51,2020-12-30 09:07:55,39.146538,-94.660263,,,0.0,Main roadway closed due to multi-vehicle accident on I-635 Northbound at KS-5. Detour in operation - Traffic being diverted to KS-5 EB.,,I-635 N,R,Kansas City,Wyandotte,KS,66104,US,US/Central,KNKA,2020-12-30 06:54:00,33.0,27.0,82.0,29.27,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-514436,MapQuest,201.0,4,2020-12-30 08:07:45,2020-12-30 09:06:50,41.649475,-93.772041,,,1.41999995708,Right hand shoulder blocked due to accident on I-35 Southbound from 100th St to IA-141 Grimes Blvd.,,I-35 N,R,Urbandale,Polk,IA,50322,US,US/Central,KDSM,2020-12-30 07:54:00,24.0,10.0,71.0,28.98,10.0,WNW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-514507,MapQuest,245.0,4,2020-12-30 05:31:19,2020-12-30 06:46:01,30.440872,-97.66819,,,0.370000004768,Two lanes blocked due to accident on I-35 Frontage Rd Northbound between FM-1825 and Wells Branch Pkwy.,,I-35 N,R,Pflugerville,Travis,TX,78660,US,US/Central,KEDC,2020-12-30 05:35:00,64.0,64.0,94.0,29.2,9.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-514590,MapQuest,245.0,4,2020-12-30 15:41:53,2020-12-30 17:19:34,30.472902,-91.167213,,,1.22000002861,Two lanes blocked due to accident on I-110 Northbound from Exit 2B LA-67 22nd St to Exit 3A Pocahontas St.,,I-110 S,R,Baton Rouge,East Baton Rouge,LA,70805,US,US/Central,KBTR,2020-12-30 15:53:00,70.0,70.0,81.0,29.9,10.0,ESE,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day

A-514604,MapQuest,343.0,4,2020-12-30 04:14:08,2020-12-30 04:47:00,33.549435,-93.878563,,,7.73000001907,Earlier accident on I-30 Eastbound between AR-108 and US-67. All lanes have been re-opened.,,I-30 W,R,Texarkana,Miller,AR,71854,US,US/Central,KTXK,2020-12-30 03:53:00,59.0,59.0,87.0,29.53,9.0,SSE,14.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-514675,MapQuest,203.0,4,2020-12-30 10:12:00,2020-12-30 14:34:03,35.080013,-90.064796,,,1.54999995232,Left lane blocked due to multi-vehicle accident on I-55 Southbound between Exit 9 Mallory Ave and Exit 8 Florida St.,,I-55 N,R,Memphis,Shelby,TN,38109,US,US/Central,KMEM,2020-12-30 10:08:00,57.0,57.0,93.0,29.7,6.0,S,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-514803,MapQuest,246.0,4,2020-12-30 13:45:20,2020-12-30 14:30:05,39.639812,-104.884583,,,4.11999988556,Three lanes blocked due to accident on I-225 Southbound from CO-83 Parker Rd to Yosemite St.,,I-225 S,R,Denver,Denver,CO,80237,US,US/Mountain,KAPA,2020-12-30 13:53:00,42.0,37.0,15.0,24.12,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-515185,MapQuest,201.0,4,2020-12-29 22:50:55,2020-12-30 00:22:03,42.187592,-86.376595,,,4.78999996185,Left lane blocked due to accident on I-196 Southbound from Exit 7 M-63 Hagar Shore Rd to Exit 4 Coloma Rd.,,I-196 E,R,Benton Harbor,Berrien,MI,49022,US,US/Eastern,KBEH,2020-12-29 22:53:00,30.0,18.0,72.0,29.47,10.0,SE,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-515225,MapQuest,201.0,4,2020-12-29 06:16:11,2020-12-29 07:35:00,40.139057,-75.170532,,,4.94999980927,Right hand shoulder blocked due to accident on I-276 Westbound between Exit 343 PA-611 Easton Rd and Exit 340 Virginia Dr.,,I-276 W,R,Fort Washington,Montgomery,PA,19034,US,US/Eastern,KLOM,2020-12-29 06:15:00,37.0,32.0,59.0,29.98,10.0,W,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-515282,MapQuest,201.0,4,2020-12-29 16:44:56,2020-12-29 17:44:31,40.751633,-74.188782,,,1.67999994755,Right lane blocked due to accident on I-280 Eastbound between Garden State Pkwy Exit 145 and I-280 Exit 13.,,I-280 E,R,Newark,Essex,NJ,07107,US,US/Eastern,KEWR,2020-12-29 16:51:00,36.0,26.0,33.0,30.44,10.0,NW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day

A-515285,MapQuest,245.0,4,2020-12-29 18:14:28,2020-12-29 21:31:00,40.844837,-73.904137,,,0.790000021458,Two lanes blocked due to fallen power cables and accident on I-95 Cross Bronx Expy Northbound between Exit 2A Jerome Ave and Exit 2B Webster Ave.,,Cross Bronx Expy W,R,Bronx,Bronx,NY,10457,US,US/Eastern,KLGA,2020-12-29 17:51:00,37.0,28.0,41.0,30.46,10.0,NW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-515354,MapQuest,241.0,4,2020-12-29 12:54:45,2020-12-29 15:46:11,38.453503,-81.905449,,,0.0,Lane blocked due to accident on I-64 Eastbound at Exit 40 US-35.,,I-64 E,R,Scott Depot,Putnam,WV,25560,US,US/Eastern,KCRW,2020-12-29 12:54:00,37.0,37.0,52.0,29.44,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-515388,MapQuest,201.0,4,2020-12-29 08:27:22,2020-12-29 10:56:08,35.082802,-81.705956,,,0.0,Accident on I-85 Northbound at Exit 90 SC-105.,,Hyatt St,R,Gaffney,Cherokee,SC,29341,US,US/Eastern,KEHO,2020-12-29 08:35:00,32.0,32.0,99.0,29.5,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-515637,MapQuest,201.0,4,2020-12-29 12:38:53,2020-12-29 15:09:12,32.273193,-81.080994,,,4.92000007629,Accident on I-95 Southbound from Exit 8 US-278 Independence Blvd to Exit 5 US-17.,,I-95 S,R,Hardeeville,Jasper,SC,29927,US,US/Eastern,KSAV,2020-12-29 12:53:00,68.0,68.0,47.0,30.33,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-515638,MapQuest,241.0,4,2020-12-29 13:42:35,2020-12-29 14:42:53,32.336369,-83.767708,,,0.0,One lane blocked and right hand shoulder blocked due to accident on I-75 Southbound at Exit 127 GA-26.,,GA-401 S,R,Elko,Houston,GA,31025,US,US/Eastern,KWRB,2020-12-29 13:56:00,66.0,66.0,51.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-515652,MapQuest,201.0,4,2020-12-29 11:46:25,2020-12-29 14:39:21,33.195824,-80.604836,,,13.279999733,Accident on I-95 Northbound between Exit 68 SC-61 Augusta Hwy and Exit 77 US-78 Badham Dr.,,I-95 N,R,Saint George,Dorchester,SC,29477,US,US/Eastern,KRBW,2020-12-29 11:55:00,59.0,59.0,59.0,30.3,10.0,NE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-515670,MapQuest,201.0,4,2020-12-29 06:14:58,2020-12-29 07:00:00,44.952736,-93.088638,,,2.36999988556,Accident on I-94 Westbound between US-61 Mounds Blvd and Wall St. All lanes have been re-opened.,,I-94 E,R,Saint Paul,Ramsey,MN,55101,US,US/Central,KSTP,2020-12-29 05:53:00,7.0,7.0,87.0,29.67,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-516606,MapQuest,241.0,4,2020-12-28 13:32:18,2020-12-28 16:41:45,40.081429,-76.764709,,,7.05000019073,Lane blocked due to accident on I-83 Northbound between Exit 24 PA-238 Church Rd and Exit 28 PA-297 Old Susquehanna Trl.,,I-83 N,R,York,York,PA,17406,US,US/Eastern,KMDT,2020-12-28 13:56:00,49.0,49.0,46.0,29.71,10.0,W,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-516607,MapQuest,245.0,4,2020-12-28 13:53:54,2020-12-28 16:24:35,38.834824,-77.098,,,1.94000005722,Two lanes blocked due to accident on I-395 Southbound between Exits 6 7 7A 7B Shirlington Rd and Exit 5 VA-7 King St.,,Henry Shirley Memorial Hwy S,R,Alexandria,Alexandria,VA,22302,US,US/Eastern,KDCA,2020-12-28 13:52:00,50.0,50.0,50.0,30.1,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-516713,MapQuest,201.0,4,2020-12-28 15:58:59,2020-12-28 17:00:43,37.352497,-76.731438,,,13.8500003815,Left lane closed due to accident on I-64 from VA-143 Capitol Landing Rd to VA-646 Newman Rd.,,Newman Rd,R,Williamsburg,York,VA,23188,US,US/Eastern,KJGG,2020-12-28 15:55:00,57.0,57.0,48.0,30.13,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-516822,MapQuest,201.0,4,2020-12-28 19:40:47,2020-12-28 21:57:51,27.581997,-82.582634,,,19.6399993896,Left lane closed due to accident on I-275 Southbound from Exit 16 Pinellas Point Dr to Exit 5 US-19.,,US Highway 19,R,Palmetto,Manatee,FL,34221,US,US/Eastern,KSRQ,2020-12-28 19:53:00,68.0,68.0,68.0,30.21,10.0,ENE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-517045,MapQuest,339.0,4,2020-12-28 10:38:52,2020-12-28 14:38:17,41.583973,-88.168434,,,5.88999986649,Right lane blocked due to jackknifed vehicle and accident on I-55 Barack Obama Presidential Expy Southbound between Exit 261 IL-126 and Exit 257 US-30 Lincoln Hwy.,,I-55 S,R,Plainfield,Will,IL,60586,US,US/Central,KJOT,2020-12-28 10:35:00,32.0,25.0,64.0,29.68,10.0,NNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-517370,MapQuest,343.0,4,2020-12-28 09:06:28,2020-12-28 10:26:39,39.644505,-106.307747,,,17.0499992371,Earlier accident on I-70 Westbound from Exit 190 Shrine Pass Rd to Exit 180 Bighorn Rd.,,I-70 W,R,Vail,Eagle,CO,81657,US,US/Mountain,KCCU,2020-12-28 09:19:00,15.0,15.0,77.0,20.69,2.0,CALM,0.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-517405,MapQuest,201.0,4,2020-12-28 13:10:41,2020-12-28 14:25:27,40.37793,-104.992714,,,1.87999999523,Lane blocked due to accident on I-25 Northbound between Exit 254 County Road 16 and Exit 255 CO-402.,,I-25 N,R,Johnstown,Larimer,CO,80534,US,US/Mountain,KFNL,2020-12-28 13:13:00,30.0,30.0,86.0,25.03,1.0,CALM,0.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-517675,MapQuest,406.0,4,2020-12-28 04:37:54,2020-12-28 09:04:41,33.857529,-118.095016,,,0.310000002384,Entry ramp to I-605 Northbound from South St Eastbound closed due to recovery work and accident. SigAlert issued.,19033.0,Wiersma Ave,R,Cerritos,Los Angeles,CA,90703-6527,US,US/Pacific,KFUL,2020-12-28 04:53:00,51.0,51.0,77.0,29.75,10.0,CALM,0.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518016,MapQuest,343.0,4,2020-12-27 17:53:32,2020-12-27 21:10:54,35.046589,-81.810699,,,5.15000009537,Right lane closed due to earlier accident on I-85 Southbound between Webber Rd and Truckstop Rd.,,I-85 N,R,Cowpens,Spartanburg,SC,29330,US,US/Eastern,KSPA,2020-12-27 17:55:00,45.0,45.0,49.0,29.36,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-518020,MapQuest,241.0,4,2020-12-27 01:09:29,2020-12-27 02:38:57,36.886402,-76.429726,,,9.97000026703,One lane blocked due to accident on I-664 MMMBT Southbound from Exit 7 Harbor Rd to VA-135 College Dr.,,I-664 S,R,Suffolk,Suffolk,VA,23435,US,US/Eastern,KPVG,2020-12-27 00:51:00,29.0,23.0,69.0,30.13,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518021,MapQuest,201.0,4,2020-12-27 05:42:05,2020-12-27 06:58:48,37.016285,-76.326996,,,6.55000019073,Main roadway closed due to accident on I-64 Hampton Roads Bridge–Tunnel Westbound between Ocean View Ave and Mallory St.,,Hampton Roads Bridge Tunl W,R,Hampton,Hampton,VA,23663,US,US/Eastern,KLFI,2020-12-27 05:56:00,25.0,25.0,94.0,30.24,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518048,MapQuest,246.0,4,2020-12-27 02:40:29,2020-12-27 06:37:24,28.186235,-82.38707,,,6.44999980927,Three lanes blocked due to accident on I-75 Southbound from Exit 279 / CR-54 Wesley Chapel Blvd / FL-54 to Exits 274 275 / I-275 Exit 59 / FL-56.,,I-75 N,R,Wesley Chapel,Pasco,FL,33544,US,US/Eastern,KVDF,2020-12-27 02:35:00,34.0,34.0,93.0,30.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518126,MapQuest,201.0,4,2020-12-27 02:23:19,2020-12-27 08:28:00,42.026955,-96.133751,,,12.6599998474,Right lane blocked due to accident on I-29 Southbound from Exit 120 / CR-E24 160th St to Exit 112 / IA-175.,,IA-175,R,Onawa,Monona,IA,51040,US,US/Central,KTQE,2020-12-27 01:54:00,26.0,17.0,84.0,28.59,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518377,MapQuest,201.0,4,2020-12-26 19:49:04,2020-12-26 21:20:48,41.190281,-73.133606,,,1.46000003815,Right and center lane blocked due to accident on I-95 Governor John Davis Lodge Tpke Northbound between Exit 31 Mt Carmel Blvd and Exit 32 Broad St.,1202.0,W Broad St,R,Stratford,Fairfield,CT,06615-6359,US,US/Eastern,KBDR,2020-12-26 19:52:00,31.0,22.0,54.0,29.94,10.0,W,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518403,MapQuest,245.0,4,2020-12-26 10:37:41,2020-12-26 11:21:53,38.288826,-85.646011,,,6.21000003815,Two lanes blocked due to accident on I-71 Southbound between Exits 9A 9B I-265 Exits 35A 35B and Exit 5 I-264 Watterson Expy Exits 23A 23B.,,I-71 N,R,Louisville,Jefferson,KY,40222,US,US/Eastern,KLOU,2020-12-26 10:53:00,31.0,22.0,47.0,29.51,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-518409,MapQuest,201.0,4,2020-12-26 17:10:45,2020-12-26 18:41:00,39.7033,-86.107162,,,1.88999998569,Right hand shoulder closed due to accident on I-65 Southbound from Exit 107 Keystone Ave to Exit 106 I-465 Exits 53A 53B.,,I-465 E,R,Indianapolis,Marion,IN,46237,US,US/Eastern,KIND,2020-12-26 16:54:00,34.0,29.0,61.0,29.12,10.0,WSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-518419,MapQuest,245.0,4,2020-12-26 19:45:15,2020-12-26 21:28:18,39.841709,-84.189392,,,2.48000001907,Two lanes blocked due to accident on I-75 Northbound from Exit 58 Needmore Rd to Exit 59.,,Benchwood Rd,R,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2020-12-26 19:56:00,28.0,21.0,75.0,28.93,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night

A-518435,MapQuest,201.0,4,2020-12-26 19:14:09,2020-12-26 19:58:22,26.03348,-80.164429,,,0.0,Accident on I-95 Express Southbound at Exit 21 FL-822 Sheridan St. Express lanes blocked.,,Sheridan St,R,Hollywood,Broward,FL,33020,US,US/Eastern,KFLL,2020-12-26 18:53:00,59.0,59.0,67.0,30.09,10.0,NNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518436,MapQuest,245.0,4,2020-12-26 19:20:38,2020-12-26 20:37:00,26.011093,-80.166786,,,2.52999997139,Two lanes blocked due to accident on I-95 Southbound between Exit 21 FL-822 Sheridan St and Exit 20 FL-820 Hollywood Blvd.,,I-95 N,R,Hollywood,Broward,FL,33020,US,US/Eastern,KFLL,2020-12-26 18:53:00,59.0,59.0,67.0,30.09,10.0,NNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518490,MapQuest,201.0,4,2020-12-26 19:53:39,2020-12-26 21:07:10,38.654385,-90.194565,,,0.910000026226,Right hand shoulder closed due to accident on I-70 Eastbound from Exit 248A 11th St to Exits 248B 248C 11th St.,,I-70 E,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,2020-12-26 19:51:00,33.0,26.0,70.0,29.25,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-518492,MapQuest,222.0,4,2020-12-26 13:22:29,2020-12-26 14:46:40,44.295998,-90.82312,,,18.8199996948,Queueing traffic and right lane closed due to accident on I-94 Westbound between Exit 128 CR-O and Exit 116 WI-54.,,E Main St,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,2020-12-26 13:15:00,25.0,25.0,74.0,29.06,10.0,W,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-518570,MapQuest,245.0,4,2020-12-26 16:28:34,2020-12-26 17:58:14,32.864941,-96.544624,,,0.0,Two lanes blocked due to accident on I-30 Westbound between Exit 64 Dalrock Rd and Bass Pro Dr.,1523.0,E Interstate 30,L,Garland,Dallas,TX,75043-4505,US,US/Central,KHQZ,2020-12-26 16:50:00,64.0,64.0,21.0,29.51,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

